notebook_path,relative_notebook_path,function_name,cell_number_1_based,cell_index_0_based,position_ratio,line_in_cell,preceding_heading,cell_stage,cell_line_count,first_use_cell_after_def_1_based,cell_gap_to_first_use,call_count_excluding_def_lines,modified_vs_head_before_audit
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MaxFeatures_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MaxFeatures_Trial.ipynb,scan_audio_files,20,19,0.4222,4,## 6. Dataset Loading / Audio File Scan,dataset loading; feature preparation; outputs/saving; function definitions,24,22,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MaxFeatures_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MaxFeatures_Trial.ipynb,aggregate_mfcc,32,31,0.6889,37,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,41,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MaxFeatures_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MaxFeatures_Trial.ipynb,extract_mfcc_features,32,31,0.6889,23,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,41,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MaxFeatures_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MaxFeatures_Trial.ipynb,load_audio_fixed,32,31,0.6889,5,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MaxFeatures_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MaxFeatures_Trial.ipynb,build_feature_table,41,40,0.8889,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,29,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesLeaf_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesLeaf_Trial.ipynb,mount_drive_if_colab,14,13,0.2889,4,## 5. Dataset Paths,imports/setup; function definitions,13,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesLeaf_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesLeaf_Trial.ipynb,scan_audio_files,20,19,0.4222,4,## 6. Dataset Loading / Audio File Scan,dataset loading; feature preparation; outputs/saving; function definitions,24,22,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesLeaf_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesLeaf_Trial.ipynb,aggregate_mfcc,32,31,0.6889,37,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,41,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesLeaf_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesLeaf_Trial.ipynb,extract_mfcc_features,32,31,0.6889,23,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,41,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesLeaf_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesLeaf_Trial.ipynb,load_audio_fixed,32,31,0.6889,5,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesLeaf_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesLeaf_Trial.ipynb,build_feature_table,41,40,0.8889,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,29,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesSplit_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesSplit_Trial.ipynb,mount_drive_if_colab,14,13,0.2889,4,## 5. Dataset Paths,imports/setup; function definitions,13,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesSplit_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesSplit_Trial.ipynb,scan_audio_files,20,19,0.4222,4,## 6. Dataset Loading / Audio File Scan,dataset loading; feature preparation; outputs/saving; function definitions,24,22,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesSplit_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesSplit_Trial.ipynb,aggregate_mfcc,32,31,0.6889,37,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,41,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesSplit_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesSplit_Trial.ipynb,extract_mfcc_features,32,31,0.6889,23,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,41,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesSplit_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesSplit_Trial.ipynb,load_audio_fixed,32,31,0.6889,5,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_MinSamplesSplit_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_MinSamplesSplit_Trial.ipynb,build_feature_table,41,40,0.8889,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,29,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_NEstimators_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_NEstimators_Trial.ipynb,mount_drive_if_colab,14,13,0.2889,4,## 5. Dataset Paths,imports/setup; function definitions,13,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_NEstimators_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_NEstimators_Trial.ipynb,scan_audio_files,20,19,0.4222,4,## 6. Dataset Loading / Audio File Scan,dataset loading; feature preparation; outputs/saving; function definitions,24,22,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_NEstimators_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_NEstimators_Trial.ipynb,aggregate_mfcc,32,31,0.6889,37,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,41,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_NEstimators_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_NEstimators_Trial.ipynb,extract_mfcc_features,32,31,0.6889,23,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,41,9,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_NEstimators_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_NEstimators_Trial.ipynb,load_audio_fixed,32,31,0.6889,5,## 10. MFCC Feature Extraction,configuration/paths; dataset loading; feature preparation; function definitions,42,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Decision Trees\Random_Forest\Random_Forest_NEstimators_Trial.ipynb,Training/Model Variants/Decision Trees/Random_Forest/Random_Forest_NEstimators_Trial.ipynb,build_feature_table,41,40,0.8889,5,## 13. Aggregated MFCC Feature Preparation,dataset loading; feature preparation; training; outputs/saving; function definitions,29,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,load_class_weights,6,5,0.4545,87,## 2. Load CNN Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,load_json,6,5,0.4545,75,## 2. Load CNN Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,require_file,6,5,0.4545,67,## 2. Load CNN Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,,,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,resolve_project_root,6,5,0.4545,34,## 2. Load CNN Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,save_json,6,5,0.4545,81,## 2. Load CNN Cache,imports/setup; configuration/paths; dataset loading; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,123,10,4,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,build_cnn_model,8,7,0.6364,51,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,config_json,8,7,0.6364,18,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,config_key,8,7,0.6364,23,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,flat_result,8,7,0.6364,128,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,2,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,make_optimizer,8,7,0.6364,39,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,normalise_config,8,7,0.6364,2,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,seed_from_config,8,7,0.6364,27,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,select_best,8,7,0.6364,160,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,0,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,set_global_seed,8,7,0.6364,32,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Baseline.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Baseline.ipynb,train_and_evaluate_config,8,7,0.6364,79,## 3. Keras Utilities,configuration/paths; feature preparation; model definition; training; evaluation; outputs/saving; function definitions,162,10,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,ensure_selected_config_from_results,4,3,0.6,106,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,117,6,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,first_existing_results_path,4,3,0.6,65,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,117,6,2,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,load_json,4,3,0.6,37,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,117,6,2,5,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,normalise_handoff_config,4,3,0.6,47,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,117,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,rebuild_selected_config_from_results,4,3,0.6,75,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,117,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,resolve_project_root,4,3,0.6,12,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,117,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,save_json,4,3,0.6,42,## 1. Imports and Paths,imports/setup; configuration/paths; dataset loading; training; evaluation; outputs/saving; function definitions,117,6,2,3,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,domain_size,6,5,1.0,38,## 2. Load Results and Build Search Space,dataset loading; outputs/saving; function definitions,106,,,1,False
D:\Benjamin Data\Introduction to AI\Intro-to-AI\Training\Model Variants\Neural Networks\CNN\CNN_Controlled_Trial_Comparison.ipynb,Training/Model Variants/Neural Networks/CNN/CNN_Controlled_Trial_Comparison.ipynb,parse_list_value,6,5,1.0,16,## 2. Load Results and Build Search Space,dataset loading; outputs/saving; function definitions,106,,,1,False
